State,District,Market,Commodity,Variety,Arrival_Qty,Min_Price,Max_Price,Modal_Price,Date
Maharashtra,Solapur,Solapur,Jowar,Local,560,3244,3800,3508,10-01-2026
Uttar Pradesh,Meerut,Meerut,Onion,Local,1009,1743,2071,1914,10-01-2026
Uttar Pradesh,Kanpur,Kanpur,Sugarcane,Local,518,2900,3360,3063,10-01-2026
Uttar Pradesh,Agra,Agra,Potato,Local,690,1004,1221,1133,10-01-2026
Punjab,Bathinda,Bathinda,Wheat,Local,635,2268,2684,2544,10-01-2026
Punjab,Ludhiana,Ludhiana,Cotton,Local,1436,6477,8349,7354,10-01-2026
Punjab,Amritsar,Amritsar,Maize,Local,1140,2078,2585,2268,10-01-2026
Haryana,Rohtak,Rohtak,Rice,Local,1488,2206,2636,2366,10-01-2026
Haryana,Rohtak,Rohtak,Wheat,Local,1131,2227,2771,2482,10-01-2026
Haryana,Rohtak,Rohtak,Maize,Local,1431,2093,2579,2269,10-01-2026
Madhya Pradesh,Ujjain,Ujjain,Wheat,Local,154,2037,2478,2291,10-01-2026
Madhya Pradesh,Bhopal,Bhopal,Chickpea,Local,742,5000,6376,5606,10-01-2026
Madhya Pradesh,Gwalior,Gwalior,Soybean,Local,644,4522,5425,4813,10-01-2026
Gujarat,Rajkot,Rajkot,Cotton,Local,495,6345,7499,6810,10-01-2026
Gujarat,Rajkot,Rajkot,Maize,Local,122,2161,2502,2282,10-01-2026
Gujarat,Surat,Surat,Groundnut,Local,62,6249,7019,6652,10-01-2026
Rajasthan,Jodhpur,Jodhpur,Chickpea,Local,431,4929,6328,5599,10-01-2026
Rajasthan,Kota,Kota,Wheat,Local,223,2051,2530,2312,10-01-2026
Rajasthan,Jaipur,Jaipur,Soybean,Local,1048,4224,5032,4742,10-01-2026
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,423,2010,2402,2218,10-01-2026
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,949,1986,2438,2238,10-01-2026
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,456,9222,10392,9892,10-01-2026
Karnataka,Bangalore,Bangalore,Maize,Local,114,1947,2312,2141,10-01-2026
Karnataka,Bangalore,Bangalore,Rice,Local,594,2154,2586,2276,10-01-2026
Karnataka,Mysore,Mysore,Tomato,Local,310,2191,2676,2385,10-01-2026
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,368,1840,2181,2073,10-01-2026
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,1439,1811,2078,1940,10-01-2026
Tamil Nadu,Coimbatore,Coimbatore,Rice,Local,1033,1998,2277,2167,10-01-2026
West Bengal,Kolkata,Kolkata,Potato,Local,1097,976,1185,1072,10-01-2026
West Bengal,Kolkata,Kolkata,Rice,Local,1485,1953,2359,2092,10-01-2026
Bihar,Patna,Patna,Rice,Local,1078,1971,2233,2108,10-01-2026
Bihar,Patna,Patna,Wheat,Local,354,2056,2421,2188,10-01-2026
Maharashtra,Latur,Latur,Soybean,Local,86,4281,5094,4791,17-01-2026
Maharashtra,Nagpur,Nagpur,Jowar,Local,1125,3116,3592,3313,17-01-2026
Maharashtra,Aurangabad,Aurangabad,Wheat,Local,922,2322,2619,2448,17-01-2026
Uttar Pradesh,Varanasi,Varanasi,Wheat,Local,768,1961,2392,2209,17-01-2026
Uttar Pradesh,Agra,Agra,Sugarcane,Local,51,2879,3257,3054,17-01-2026
Uttar Pradesh,Meerut,Meerut,Potato,Local,623,1024,1221,1135,17-01-2026
Punjab,Amritsar,Amritsar,Wheat,Local,278,2202,2601,2408,17-01-2026
Punjab,Patiala,Patiala,Rice,Local,316,2175,2624,2344,17-01-2026
Punjab,Patiala,Patiala,Cotton,Local,1256,6648,7926,7097,17-01-2026
Haryana,Rohtak,Rohtak,Cotton,Local,317,6296,7845,6943,17-01-2026
Haryana,Karnal,Karnal,Maize,Local,1390,2037,2529,2293,17-01-2026
Haryana,Rohtak,Rohtak,Rice,Local,1169,2036,2366,2234,17-01-2026
Madhya Pradesh,Bhopal,Bhopal,Soybean,Local,139,4356,5432,4872,17-01-2026
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,1197,5024,5868,5470,17-01-2026
Madhya Pradesh,Indore,Indore,Wheat,Local,943,2176,2662,2388,17-01-2026
Gujarat,Ahmedabad,Ahmedabad,Cotton,Local,643,6100,7714,6784,17-01-2026
Gujarat,Surat,Surat,Maize,Local,439,2021,2600,2286,17-01-2026
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,1101,6048,7259,6612,17-01-2026
Rajasthan,Jaipur,Jaipur,Wheat,Local,473,2133,2597,2351,17-01-2026
Rajasthan,Kota,Kota,Chickpea,Local,68,5005,6002,5440,17-01-2026
Rajasthan,Jaipur,Jaipur,Soybean,Local,671,4387,5178,4719,17-01-2026
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,130,1879,2279,2127,17-01-2026
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,603,9322,11219,9898,17-01-2026
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,1144,2018,2528,2249,17-01-2026
Karnataka,Hubli,Hubli,Tomato,Local,1494,2299,2617,2425,17-01-2026
Karnataka,Mysore,Mysore,Chickpea,Local,653,5044,6413,5671,17-01-2026
Karnataka,Bangalore,Bangalore,Maize,Local,778,2116,2408,2291,17-01-2026
Tamil Nadu,Chennai,Chennai,Onion,Local,1244,1677,2111,1903,17-01-2026
Tamil Nadu,Madurai,Madurai,Maize,Local,577,2022,2472,2178,17-01-2026
Tamil Nadu,Coimbatore,Coimbatore,Rice,Local,501,2024,2475,2203,17-01-2026
West Bengal,Hooghly,Hooghly,Potato,Local,368,1045,1247,1116,17-01-2026
West Bengal,Kolkata,Kolkata,Rice,Local,1031,1945,2263,2089,17-01-2026
Bihar,Gaya,Gaya,Rice,Local,1216,1974,2245,2106,17-01-2026
Bihar,Patna,Patna,Wheat,Local,685,2074,2499,2324,17-01-2026
Maharashtra,Aurangabad,Aurangabad,Jowar,Local,1371,3001,3598,3298,31-01-2026
Maharashtra,Latur,Latur,Sugarcane,Local,74,2908,3538,3172,31-01-2026
Maharashtra,Amravati,Amravati,Onion,Local,77,1773,2072,1955,31-01-2026
Uttar Pradesh,Agra,Agra,Wheat,Local,1278,2104,2656,2341,31-01-2026
Uttar Pradesh,Kanpur,Kanpur,Rice,Local,1160,1944,2475,2207,31-01-2026
Uttar Pradesh,Varanasi,Varanasi,Onion,Local,1202,1750,2098,1975,31-01-2026
Punjab,Amritsar,Amritsar,Rice,Local,597,2071,2537,2309,31-01-2026
Punjab,Bathinda,Bathinda,Cotton,Local,260,6095,7585,6902,31-01-2026
Punjab,Bathinda,Bathinda,Maize,Local,924,2082,2321,2206,31-01-2026
Haryana,Hisar,Hisar,Cotton,Local,280,6546,7540,6952,31-01-2026
Haryana,Hisar,Hisar,Rice,Local,627,1980,2362,2230,31-01-2026
Haryana,Karnal,Karnal,Maize,Local,223,1963,2352,2173,31-01-2026
Madhya Pradesh,Bhopal,Bhopal,Chickpea,Local,920,5038,5946,5576,31-01-2026
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,637,2216,2642,2388,31-01-2026
Madhya Pradesh,Gwalior,Gwalior,Soybean,Local,805,4341,5287,4829,31-01-2026
Gujarat,Rajkot,Rajkot,Maize,Local,350,2153,2542,2270,31-01-2026
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,1029,5712,7031,6268,31-01-2026
Gujarat,Ahmedabad,Ahmedabad,Cotton,Local,346,6146,7533,6754,31-01-2026
Rajasthan,Kota,Kota,Soybean,Local,1035,4377,5295,4838,31-01-2026
Rajasthan,Kota,Kota,Bajra,Local,333,2414,2899,2618,31-01-2026
Rajasthan,Kota,Kota,Chickpea,Local,1153,5310,6438,5856,31-01-2026
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,1470,1963,2317,2111,31-01-2026
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,466,1926,2353,2174,31-01-2026
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,275,9198,10698,10073,31-01-2026
Karnataka,Bangalore,Bangalore,Chickpea,Local,912,5060,6406,5685,31-01-2026
Karnataka,Hubli,Hubli,Maize,Local,290,1930,2408,2155,31-01-2026
Karnataka,Mysore,Mysore,Tomato,Local,919,2211,2567,2439,31-01-2026
Tamil Nadu,Coimbatore,Coimbatore,Rice,Local,350,2004,2315,2175,31-01-2026
Tamil Nadu,Chennai,Chennai,Onion,Local,902,1691,1981,1885,31-01-2026
Tamil Nadu,Madurai,Madurai,Maize,Local,1130,1996,2323,2186,31-01-2026
West Bengal,Kolkata,Kolkata,Potato,Local,1473,995,1233,1101,31-01-2026
West Bengal,Burdwan,Burdwan,Rice,Local,115,1869,2369,2098,31-01-2026
Bihar,Gaya,Gaya,Wheat,Local,980,2024,2397,2157,31-01-2026
Bihar,Patna,Patna,Rice,Local,917,1998,2432,2183,31-01-2026
Maharashtra,Pune,Pune,Onion,Local,1317,1898,2282,2135,07-02-2026
Maharashtra,Latur,Latur,Potato,Local,1195,1048,1312,1174,07-02-2026
Maharashtra,Solapur,Solapur,Jowar,Local,691,3300,3845,3521,07-02-2026
Uttar Pradesh,Agra,Agra,Sugarcane,Local,602,2723,3271,3006,07-02-2026
Uttar Pradesh,Agra,Agra,Onion,Local,737,1715,2121,1894,07-02-2026
Uttar Pradesh,Meerut,Meerut,Wheat,Local,483,2039,2423,2287,07-02-2026
Punjab,Amritsar,Amritsar,Wheat,Local,601,2325,2647,2514,07-02-2026
Punjab,Amritsar,Amritsar,Rice,Local,1040,2229,2668,2424,07-02-2026
Punjab,Patiala,Patiala,Cotton,Local,780,6192,7528,6985,07-02-2026
Haryana,Rohtak,Rohtak,Rice,Local,315,2067,2465,2278,07-02-2026
Haryana,Karnal,Karnal,Maize,Local,1081,2080,2604,2303,07-02-2026
Haryana,Hisar,Hisar,Wheat,Local,832,2317,2609,2480,07-02-2026
Madhya Pradesh,Indore,Indore,Chickpea,Local,1331,5110,5822,5508,07-02-2026
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,1445,2191,2615,2445,07-02-2026
Madhya Pradesh,Gwalior,Gwalior,Soybean,Local,1107,4309,5496,4835,07-02-2026
Gujarat,Surat,Surat,Cotton,Local,131,6392,7852,6920,07-02-2026
Gujarat,Surat,Surat,Groundnut,Local,1300,6037,7113,6655,07-02-2026
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,1068,1916,2380,2151,07-02-2026
Rajasthan,Jodhpur,Jodhpur,Bajra,Local,228,2423,2864,2556,07-02-2026
Rajasthan,Jaipur,Jaipur,Chickpea,Local,380,4991,6276,5534,07-02-2026
Rajasthan,Kota,Kota,Wheat,Local,416,2120,2477,2341,07-02-2026
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,337,2137,2495,2289,07-02-2026
Andhra Pradesh,Guntur,Guntur,Turmeric,Local,637,9847,11662,10771,07-02-2026
Andhra Pradesh,Guntur,Guntur,Rice,Local,952,2058,2477,2229,07-02-2026
Karnataka,Bangalore,Bangalore,Chickpea,Local,1447,5419,6356,5920,07-02-2026
Karnataka,Hubli,Hubli,Maize,Local,551,2080,2511,2249,07-02-2026
Karnataka,Mysore,Mysore,Tomato,Local,645,2208,2825,2507,07-02-2026
Tamil Nadu,Coimbatore,Coimbatore,Rice,Local,764,2025,2389,2152,07-02-2026
Tamil Nadu,Chennai,Chennai,Maize,Local,273,1977,2421,2155,07-02-2026
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,862,1709,2187,1925,07-02-2026
West Bengal,Kolkata,Kolkata,Rice,Local,1045,1918,2423,2126,07-02-2026
West Bengal,Burdwan,Burdwan,Potato,Local,128,1049,1234,1148,07-02-2026
Bihar,Gaya,Gaya,Wheat,Local,1281,1989,2447,2222,07-02-2026
Bihar,Patna,Patna,Rice,Local,1019,1928,2307,2058,07-02-2026
Maharashtra,Nagpur,Nagpur,Sugarcane,Local,191,2974,3402,3217,14-02-2026
Maharashtra,Latur,Latur,Wheat,Local,909,2195,2715,2437,14-02-2026
Maharashtra,Pune,Pune,Jowar,Local,160,3156,3572,3349,14-02-2026
Uttar Pradesh,Meerut,Meerut,Sugarcane,Local,1023,2743,3299,3033,14-02-2026
Uttar Pradesh,Meerut,Meerut,Potato,Local,776,1033,1290,1159,14-02-2026
Uttar Pradesh,Lucknow,Lucknow,Rice,Local,1272,1901,2419,2159,14-02-2026
Punjab,Amritsar,Amritsar,Wheat,Local,698,2342,2800,2468,14-02-2026
Punjab,Amritsar,Amritsar,Maize,Local,698,2033,2370,2229,14-02-2026
Punjab,Bathinda,Bathinda,Cotton,Local,57,6876,7962,7416,14-02-2026
Haryana,Hisar,Hisar,Cotton,Local,434,6680,7644,7257,14-02-2026
Haryana,Hisar,Hisar,Maize,Local,492,2155,2547,2307,14-02-2026
Haryana,Hisar,Hisar,Rice,Local,79,2018,2510,2259,14-02-2026
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,1482,4470,5510,4884,14-02-2026
Madhya Pradesh,Ujjain,Ujjain,Wheat,Local,771,2177,2595,2387,14-02-2026
Madhya Pradesh,Ujjain,Ujjain,Chickpea,Local,410,5295,6013,5672,14-02-2026
Gujarat,Surat,Surat,Cotton,Local,633,6299,7698,7067,14-02-2026
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,1320,2059,2432,2261,14-02-2026
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,1380,6340,7173,6771,14-02-2026
Rajasthan,Jodhpur,Jodhpur,Chickpea,Local,1347,5389,6412,5834,14-02-2026
Rajasthan,Jaipur,Jaipur,Bajra,Local,911,2385,2827,2547,14-02-2026
Rajasthan,Jodhpur,Jodhpur,Wheat,Local,450,2125,2527,2331,14-02-2026
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,860,2090,2483,2230,14-02-2026
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,598,2134,2501,2283,14-02-2026
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,899,9559,11421,10183,14-02-2026
Karnataka,Hubli,Hubli,Maize,Local,1112,1891,2404,2144,14-02-2026
Karnataka,Bangalore,Bangalore,Tomato,Local,930,2226,2800,2464,14-02-2026
Karnataka,Bangalore,Bangalore,Rice,Local,855,2067,2518,2278,14-02-2026
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,875,1855,2281,2045,14-02-2026
Tamil Nadu,Madurai,Madurai,Maize,Local,308,1971,2292,2164,14-02-2026
Tamil Nadu,Coimbatore,Coimbatore,Rice,Local,1334,1963,2315,2133,14-02-2026
West Bengal,Burdwan,Burdwan,Rice,Local,1337,1865,2292,2104,14-02-2026
West Bengal,Burdwan,Burdwan,Potato,Local,211,1015,1208,1099,14-02-2026
Bihar,Gaya,Gaya,Rice,Local,1343,1933,2371,2174,14-02-2026
Bihar,Patna,Patna,Wheat,Local,446,2064,2386,2230,14-02-2026
Maharashtra,Amravati,Amravati,Cotton,Local,1236,6115,7228,6870,28-02-2026
Maharashtra,Nashik,Lasalgaon,Wheat,Local,269,2169,2624,2378,28-02-2026
Maharashtra,Amravati,Amravati,Turmeric,Local,1062,9805,11009,10402,28-02-2026
Uttar Pradesh,Agra,Agra,Potato,Local,1046,1034,1201,1105,28-02-2026
Uttar Pradesh,Varanasi,Varanasi,Rice,Local,1347,1935,2405,2128,28-02-2026
Uttar Pradesh,Meerut,Meerut,Sugarcane,Local,415,2851,3357,3194,28-02-2026
Punjab,Amritsar,Amritsar,Wheat,Local,1169,2379,2877,2603,28-02-2026
Punjab,Amritsar,Amritsar,Cotton,Local,444,6569,7989,7049,28-02-2026
Punjab,Patiala,Patiala,Rice,Local,492,2146,2619,2342,28-02-2026
Haryana,Hisar,Hisar,Wheat,Local,309,2190,2729,2446,28-02-2026
Haryana,Rohtak,Rohtak,Rice,Local,1500,2030,2403,2271,28-02-2026
Haryana,Rohtak,Rohtak,Maize,Local,943,2098,2581,2299,28-02-2026
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,625,4279,5209,4610,28-02-2026
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,389,2137,2519,2284,28-02-2026
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,917,5363,6627,5867,28-02-2026
Gujarat,Ahmedabad,Ahmedabad,Cotton,Local,1345,6436,7583,6998,28-02-2026
Gujarat,Surat,Surat,Groundnut,Local,568,6112,7370,6486,28-02-2026
Gujarat,Rajkot,Rajkot,Maize,Local,1136,2039,2496,2211,28-02-2026
Rajasthan,Jaipur,Jaipur,Chickpea,Local,782,5030,6248,5573,28-02-2026
Rajasthan,Jaipur,Jaipur,Bajra,Local,693,2278,2665,2460,28-02-2026
Rajasthan,Jodhpur,Jodhpur,Soybean,Local,487,4264,5120,4594,28-02-2026
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,1129,9460,11516,10430,28-02-2026
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,1424,1920,2359,2135,28-02-2026
Andhra Pradesh,Guntur,Guntur,Rice,Local,941,2090,2511,2259,28-02-2026
Karnataka,Mysore,Mysore,Chickpea,Local,612,5144,5930,5625,28-02-2026
Karnataka,Mysore,Mysore,Tomato,Local,1260,2161,2617,2370,28-02-2026
Karnataka,Bangalore,Bangalore,Rice,Local,1229,1957,2335,2220,28-02-2026
Tamil Nadu,Chennai,Chennai,Maize,Local,1130,2016,2510,2220,28-02-2026
Tamil Nadu,Madurai,Madurai,Onion,Local,900,1718,2130,1950,28-02-2026
Tamil Nadu,Madurai,Madurai,Rice,Local,213,1953,2341,2165,28-02-2026
West Bengal,Hooghly,Hooghly,Potato,Local,980,1035,1268,1140,28-02-2026
West Bengal,Burdwan,Burdwan,Rice,Local,815,2100,2351,2216,28-02-2026
Bihar,Gaya,Gaya,Wheat,Local,711,2098,2377,2237,28-02-2026
Bihar,Patna,Patna,Rice,Local,805,1849,2326,2086,28-02-2026
Maharashtra,Latur,Latur,Cotton,Local,1458,6174,7355,6850,07-03-2026
Maharashtra,Latur,Latur,Wheat,Local,332,2299,2822,2536,07-03-2026
Maharashtra,Amravati,Amravati,Onion,Local,1246,1871,2374,2105,07-03-2026
Uttar Pradesh,Varanasi,Varanasi,Sugarcane,Local,1404,2744,3298,2993,07-03-2026
Uttar Pradesh,Agra,Agra,Onion,Local,512,1881,2325,2084,07-03-2026
Uttar Pradesh,Lucknow,Lucknow,Potato,Local,1193,1019,1196,1131,07-03-2026
Punjab,Ludhiana,Ludhiana,Rice,Local,1423,2084,2435,2278,07-03-2026
Punjab,Ludhiana,Ludhiana,Maize,Local,747,2055,2479,2266,07-03-2026
Punjab,Patiala,Patiala,Wheat,Local,691,2418,2840,2591,07-03-2026
Haryana,Hisar,Hisar,Rice,Local,794,2130,2548,2400,07-03-2026
Haryana,Karnal,Karnal,Maize,Local,869,2197,2560,2335,07-03-2026
Haryana,Rohtak,Rohtak,Wheat,Local,1232,2199,2687,2417,07-03-2026
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,993,2287,2629,2453,07-03-2026
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,770,5122,6156,5608,07-03-2026
Madhya Pradesh,Bhopal,Bhopal,Soybean,Local,484,4256,5012,4633,07-03-2026
Gujarat,Rajkot,Rajkot,Cotton,Local,1378,6101,7185,6786,07-03-2026
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,874,2044,2419,2247,07-03-2026
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,937,6076,7251,6625,07-03-2026
Rajasthan,Kota,Kota,Bajra,Local,123,2341,2758,2615,07-03-2026
Rajasthan,Kota,Kota,Soybean,Local,513,4190,5017,4737,07-03-2026
Rajasthan,Kota,Kota,Chickpea,Local,500,5327,6366,5865,07-03-2026
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,639,9564,11060,10229,07-03-2026
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,1080,2050,2330,2201,07-03-2026
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,1458,2133,2579,2289,07-03-2026
Karnataka,Hubli,Hubli,Maize,Local,76,1939,2342,2147,07-03-2026
Karnataka,Bangalore,Bangalore,Rice,Local,590,2064,2436,2285,07-03-2026
Karnataka,Mysore,Mysore,Tomato,Local,771,2261,2546,2423,07-03-2026
Tamil Nadu,Madurai,Madurai,Onion,Local,85,1907,2202,2089,07-03-2026
Tamil Nadu,Chennai,Chennai,Rice,Local,1080,2029,2413,2254,07-03-2026
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,737,2040,2313,2184,07-03-2026
West Bengal,Hooghly,Hooghly,Potato,Local,796,1064,1296,1185,07-03-2026
West Bengal,Burdwan,Burdwan,Rice,Local,1110,1893,2330,2092,07-03-2026
Bihar,Gaya,Gaya,Rice,Local,352,1937,2341,2114,07-03-2026
Bihar,Patna,Patna,Wheat,Local,1069,2199,2523,2374,07-03-2026
Maharashtra,Solapur,Solapur,Turmeric,Local,823,9247,11820,10434,21-03-2026
Maharashtra,Aurangabad,Aurangabad,Jowar,Local,1165,2985,3673,3320,21-03-2026
Maharashtra,Nagpur,Nagpur,Chickpea,Local,1440,5817,6586,6180,21-03-2026
Uttar Pradesh,Meerut,Meerut,Potato,Local,134,1087,1234,1145,21-03-2026
Uttar Pradesh,Varanasi,Varanasi,Sugarcane,Local,937,2794,3416,3091,21-03-2026
Uttar Pradesh,Agra,Agra,Onion,Local,275,1889,2183,2019,21-03-2026
Punjab,Ludhiana,Ludhiana,Cotton,Local,1327,6436,8217,7227,21-03-2026
Punjab,Bathinda,Bathinda,Maize,Local,81,2013,2509,2236,21-03-2026
Punjab,Bathinda,Bathinda,Wheat,Local,158,2190,2686,2434,21-03-2026
Haryana,Hisar,Hisar,Maize,Local,332,2086,2344,2223,21-03-2026
Haryana,Karnal,Karnal,Wheat,Local,1198,2411,2824,2579,21-03-2026
Haryana,Hisar,Hisar,Cotton,Local,452,6917,7905,7438,21-03-2026
Madhya Pradesh,Ujjain,Ujjain,Chickpea,Local,1439,5101,6044,5586,21-03-2026
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,585,2243,2506,2367,21-03-2026
Madhya Pradesh,Bhopal,Bhopal,Soybean,Local,710,4297,5246,4816,21-03-2026
Gujarat,Rajkot,Rajkot,Maize,Local,225,1968,2307,2142,21-03-2026
Gujarat,Rajkot,Rajkot,Groundnut,Local,819,6108,7265,6610,21-03-2026
Gujarat,Surat,Surat,Cotton,Local,1081,6244,7576,6810,21-03-2026
Rajasthan,Kota,Kota,Soybean,Local,106,4364,5216,4799,21-03-2026
Rajasthan,Kota,Kota,Wheat,Local,337,2161,2449,2315,21-03-2026
Rajasthan,Jaipur,Jaipur,Chickpea,Local,814,5574,6570,5961,21-03-2026
Andhra Pradesh,Guntur,Guntur,Turmeric,Local,62,9701,11612,10690,21-03-2026
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,161,2107,2443,2238,21-03-2026
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,732,2051,2423,2186,21-03-2026
Karnataka,Hubli,Hubli,Tomato,Local,1247,2377,2681,2527,21-03-2026
Karnataka,Bangalore,Bangalore,Maize,Local,1107,2054,2458,2208,21-03-2026
Karnataka,Hubli,Hubli,Chickpea,Local,1433,5609,6288,5919,21-03-2026
Tamil Nadu,Madurai,Madurai,Rice,Local,1327,2138,2538,2261,21-03-2026
Tamil Nadu,Madurai,Madurai,Maize,Local,297,1848,2222,2089,21-03-2026
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,1085,1756,2145,1963,21-03-2026
West Bengal,Kolkata,Kolkata,Potato,Local,426,1062,1289,1179,21-03-2026
West Bengal,Hooghly,Hooghly,Rice,Local,1445,2053,2513,2236,21-03-2026
Bihar,Patna,Patna,Wheat,Local,1396,1977,2384,2243,21-03-2026
Bihar,Gaya,Gaya,Rice,Local,1025,1954,2305,2097,21-03-2026
